aircraft_id,ref_month,y,year_month,env_available,flag_prior_corrosion
77ee55,2022-12,1,2022-12,True,False
780f16,2019-02,0,2019-02,True,False
780f16,2021-02,1,2021-02,True,False
7939dd,2022-01,0,2022-01,True,False
7939dd,2024-01,1,2024-01,True,False
79bfa6,2018-10,0,2018-10,True,False
79bfa6,2020-10,1,2020-10,True,False
7a34e0,2023-02,0,2023-02,True,False
7a34e0,2025-02,1,2025-02,True,False
7a39fc,2019-11,0,2019-11,True,False
7a39fc,2021-11,1,2021-11,True,False
7a627f,2021-09,0,2021-09,True,False
7a627f,2023-09,1,2023-09,True,False
7aa833,2023-04,0,2023-04,True,False
7aa833,2025-04,1,2025-04,True,False
7b0769,2021-09,0,2021-09,True,False
7b0769,2023-09,1,2023-09,True,False
7b3a56,2018-09,0,2018-09,True,False
7b3a56,2020-09,1,2020-09,True,False
7b5150,2022-11,0,2022-11,True,False
7b5150,2024-11,1,2024-11,True,False
7befa2,2021-03,0,2021-03,True,False
7befa2,2023-03,1,2023-03,True,False
7c2a6f,2019-11,0,2019-11,True,False
7c2a6f,2021-11,1,2021-11,True,False
7c3960,2021-10,0,2021-10,True,False
7c3960,2023-10,1,2023-10,True,False
7c4455,2022-03,0,2022-03,True,False
7c4455,2024-03,1,2024-03,True,False
7c74e5,2022-11,0,2022-11,True,False
7c74e5,2024-11,1,2024-11,True,False
7c9771,2019-09,0,2019-09,True,False
7c9771,2021-09,1,2021-09,True,False
7cb758,2023-02,0,2023-02,True,False
7cb758,2025-02,1,2025-02,True,False
7d8018,2022-09,0,2022-09,False,False
7d8018,2024-09,1,2024-09,False,False
7d8956,2020-01,0,2020-01,True,False
7d8956,2022-01,1,2022-01,True,False
7da0d6,2022-11,0,2022-11,True,False
7da0d6,2024-11,1,2024-11,True,False
7deec3,2023-09,0,2023-09,True,False
7deec3,2025-09,1,2025-09,False,False
7e0040,2021-02,0,2021-02,True,False
7e0040,2023-02,1,2023-02,True,False
7e486e,2020-01,0,2020-01,True,False
7e486e,2022-01,1,2022-01,True,False
7fc77d,2021-10,0,2021-10,True,False
7fc77d,2023-10,1,2023-10,True,False
7fdde3,2020-06,0,2020-06,True,False
7fdde3,2022-06,1,2022-06,True,False
80a7f3,2022-03,0,2022-03,True,False
80a7f3,2024-03,1,2024-03,True,False
8129ec,2021-03,0,2021-03,True,False
8129ec,2023-03,1,2023-03,True,False
815678,2021-09,0,2021-09,True,False
815678,2023-09,1,2023-09,True,False
81852c,2022-06,0,2022-06,True,False
81852c,2024-06,1,2024-06,True,False
818836,2021-12,0,2021-12,True,False
818836,2023-12,1,2023-12,True,False
81f992,2023-12,0,2023-12,True,False
81f992,2025-12,1,2025-12,True,False
821d06,2023-05,0,2023-05,True,False
821d06,2025-05,1,2025-05,True,False
82c60b,2022-05,0,2022-05,True,False
82c60b,2024-05,1,2024-05,True,False
82c6bc,2022-01,0,2022-01,True,False
82c6bc,2024-01,1,2024-01,True,False
82d58e,2022-12,0,2022-12,True,False
82d58e,2024-12,1,2024-12,True,False
83d8b0,2022-08,0,2022-08,True,False
83d8b0,2024-08,1,2024-08,True,False
846c00,2019-12,0,2019-12,False,False
846c00,2021-12,1,2021-12,False,False
8516ed,2023-07,0,2023-07,True,False
8516ed,2025-07,1,2025-07,True,False
854d82,2016-10,0,2016-10,False,False
854d82,2018-10,1,2018-10,True,False
857362,2021-10,0,2021-10,False,False
857362,2023-10,1,2023-10,True,False
859586,2017-11,0,2017-11,False,False
859586,2019-11,1,2019-11,True,False
85df82,2019-02,0,2019-02,False,False
85df82,2021-02,1,2021-02,False,False
85f0b2,2023-10,0,2023-10,True,False
85f0b2,2025-10,1,2025-10,False,False
860939,2022-11,0,2022-11,True,False
860939,2024-11,1,2024-11,True,False
861720,2022-02,0,2022-02,True,False
861720,2024-02,1,2024-02,True,False
86c238,2024-05,0,2024-05,True,False
86c238,2026-05,1,2026-05,False,False
86e116,2020-03,0,2020-03,True,False
86e116,2022-03,1,2022-03,True,False
870048,2018-10,0,2018-10,True,False
870048,2020-10,1,2020-10,True,False
87f284,2016-05,0,2016-05,True,False
87f284,2018-05,1,2018-05,True,False
880359,2022-12,0,2022-12,True,False
880359,2024-12,1,2024-12,True,False
88b7c2,2022-12,0,2022-12,False,False
88b7c2,2024-12,1,2024-12,False,False
88d041,2023-07,0,2023-07,True,False
88d041,2025-07,1,2025-07,True,False
89f25a,2019-05,0,2019-05,False,False
89f25a,2021-05,1,2021-05,False,False
89f501,2020-08,0,2020-08,True,False
89f501,2022-08,1,2022-08,True,False
8a96d9,2023-04,0,2023-04,True,False
8a96d9,2025-04,1,2025-04,True,False
8ab246,2023-01,0,2023-01,True,False
8ab246,2025-01,1,2025-01,True,False
8ab8e5,2020-08,0,2020-08,True,False
8ab8e5,2022-08,1,2022-08,True,False
8ad4c9,2022-11,0,2022-11,True,False
8ad4c9,2024-11,1,2024-11,True,False
8ae29c,2018-11,0,2018-11,True,False
8ae29c,2020-11,1,2020-11,True,False
8b15df,2020-11,0,2020-11,True,False
8b15df,2022-11,1,2022-11,True,False
8be3a7,2023-10,0,2023-10,True,False
8be3a7,2025-10,1,2025-10,False,False
8c3c39,2020-03,0,2020-03,True,False
8c3c39,2022-03,1,2022-03,True,False
8c895b,2022-04,0,2022-04,True,False
8c895b,2024-04,1,2024-04,True,False
8cc0b2,2023-03,0,2023-03,False,False
8cc0b2,2025-03,1,2025-03,False,False
8cefb2,2023-08,0,2023-08,True,False
8cefb2,2025-08,1,2025-08,True,False
8d1187,2023-07,0,2023-07,True,False
8d1187,2025-07,1,2025-07,True,False
8d4752,2021-01,0,2021-01,True,False
8d4752,2023-01,1,2023-01,True,False
8dcf29,2021-10,0,2021-10,True,False
8dcf29,2023-10,1,2023-10,True,False
8dd2e5,2018-08,0,2018-08,True,False
8dd2e5,2020-08,1,2020-08,True,False
8e870b,2023-01,0,2023-01,True,False
8e870b,2025-01,1,2025-01,True,False
8f3ffc,2023-11,0,2023-11,True,False
8f3ffc,2025-11,1,2025-11,False,False
8f4f45,2024-02,0,2024-02,True,False
8f4f45,2026-02,1,2026-02,False,False
8f5198,2022-12,0,2022-12,True,False
8f5198,2024-12,1,2024-12,True,False
902337,2021-02,0,2021-02,True,False
902337,2023-02,1,2023-02,True,False
903045,2019-04,0,2019-04,True,False
903045,2021-04,1,2021-04,True,False
90a3fe,2020-02,0,2020-02,True,False
90a3fe,2022-02,1,2022-02,True,False
910999,2022-11,0,2022-11,True,False
910999,2024-11,1,2024-11,True,False
912fa4,2018-06,0,2018-06,True,False
912fa4,2020-06,1,2020-06,True,False
91476e,2019-05,0,2019-05,False,False
91476e,2021-05,1,2021-05,True,False
91a3a1,2017-04,0,2017-04,False,False
91a3a1,2019-04,1,2019-04,True,False
920089,2023-02,0,2023-02,True,False
920089,2025-02,1,2025-02,True,False
92926e,2020-05,0,2020-05,True,False
92926e,2022-05,1,2022-05,True,False
92c274,2020-09,0,2020-09,True,False
92c274,2022-09,1,2022-09,True,False
943dc0,2023-02,0,2023-02,True,False
943dc0,2025-02,1,2025-02,True,False
9500b7,2021-12,0,2021-12,True,False
9500b7,2023-12,1,2023-12,True,False
952a92,2019-11,0,2019-11,True,False
952a92,2021-11,1,2021-11,True,False
9569de,2023-06,0,2023-06,True,False
9569de,2025-06,1,2025-06,True,False
95a1b3,2023-09,0,2023-09,True,False
95a1b3,2025-09,1,2025-09,False,False
95edfa,2017-01,0,2017-01,True,False
95edfa,2019-01,1,2019-01,True,False
966e69,2021-02,0,2021-02,True,False
966e69,2023-02,1,2023-02,True,False
9702a5,2023-08,0,2023-08,True,False
9702a5,2025-08,1,2025-08,True,False
9798c9,2020-10,0,2020-10,True,False
9798c9,2022-10,1,2022-10,True,False
97ba75,2022-06,0,2022-06,True,False
97ba75,2024-06,1,2024-06,True,False
982dc3,2020-12,0,2020-12,False,False
982dc3,2022-12,1,2022-12,False,False
984415,2018-02,0,2018-02,False,False
984415,2020-02,1,2020-02,False,False
98614d,2022-02,0,2022-02,True,False
98614d,2024-02,1,2024-02,True,False
989f30,2021-05,0,2021-05,True,False
989f30,2023-05,1,2023-05,True,False
98d94c,2021-01,0,2021-01,True,False
98d94c,2023-01,1,2023-01,True,False
98e093,2024-03,0,2024-03,False,False
98e093,2026-03,1,2026-03,False,False
992f1f,2023-07,0,2023-07,True,False
992f1f,2025-07,1,2025-07,True,False
99665c,2021-11,0,2021-11,True,False
99665c,2023-11,1,2023-11,True,False
998afe,2024-03,0,2024-03,True,False
998afe,2026-03,1,2026-03,False,False
99c70f,2024-04,0,2024-04,True,False
99c70f,2026-04,1,2026-04,False,False
99e6b4,2021-05,0,2021-05,True,False
99e6b4,2023-05,1,2023-05,True,False
9a0b74,2019-12,0,2019-12,True,False
9a0b74,2021-12,1,2021-12,True,False
9a2b69,2020-03,0,2020-03,True,False
9a2b69,2022-03,1,2022-03,True,False
9a43bb,2024-03,0,2024-03,True,False
9a43bb,2026-03,1,2026-03,False,False
9adadf,2022-01,0,2022-01,True,False
9adadf,2024-01,1,2024-01,True,False
9ba0ac,2020-07,0,2020-07,False,False
9ba0ac,2022-07,1,2022-07,False,False
9bb7bc,2022-08,0,2022-08,True,False
9bb7bc,2024-08,1,2024-08,True,False
9bde3c,2020-04,0,2020-04,True,False
9bde3c,2022-04,1,2022-04,True,False
9c4bd5,2023-11,0,2023-11,True,False
9c4bd5,2025-11,1,2025-11,True,False
9c66bc,2020-01,0,2020-01,True,False
9c66bc,2022-01,1,2022-01,True,False
9cd0b5,2022-08,0,2022-08,True,False
9cd0b5,2024-08,1,2024-08,True,False
9d4a45,2021-07,0,2021-07,True,False
9d4a45,2023-07,1,2023-07,True,False
9d4e45,2023-08,0,2023-08,True,False
9d4e45,2025-08,1,2025-08,True,False
9db923,2021-05,0,2021-05,True,False
9db923,2023-05,1,2023-05,True,False
9e933c,2023-09,0,2023-09,False,False
9e933c,2025-09,1,2025-09,True,False
9e9ce7,2022-04,0,2022-04,False,False
9e9ce7,2024-04,1,2024-04,True,False
9ea307,2023-01,0,2023-01,True,False
9ea307,2025-01,1,2025-01,True,False
9f5094,2018-09,0,2018-09,True,False
9f5094,2020-09,1,2020-09,True,False
9f6913,2022-10,0,2022-10,True,False
9f6913,2024-10,1,2024-10,True,False
a01d2e,2020-01,0,2020-01,True,False
a01d2e,2022-01,1,2022-01,True,False
a0abfd,2023-09,0,2023-09,True,False
a0abfd,2025-09,1,2025-09,False,False
a0bd9f,2022-01,0,2022-01,True,False
a0bd9f,2024-01,1,2024-01,True,False
a1deef,2020-11,0,2020-11,False,False
a1deef,2022-11,1,2022-11,False,False
a1f56a,2020-02,0,2020-02,True,False
a1f56a,2022-02,1,2022-02,True,False
a2ce62,2022-12,0,2022-12,True,False
a2ce62,2024-12,1,2024-12,True,False
a32daf,2024-05,0,2024-05,True,False
a32daf,2026-05,1,2026-05,False,False
a33bc6,2023-05,0,2023-05,True,False
a33bc6,2025-05,1,2025-05,True,False
a37b5d,2023-12,0,2023-12,True,False
a37b5d,2025-12,1,2025-12,False,False
a380c5,2024-02,0,2024-02,True,False
a380c5,2026-02,1,2026-02,False,False
a38c97,2022-10,0,2022-10,True,False
a38c97,2024-10,1,2024-10,True,False
a3ab2a,2023-06,0,2023-06,True,False
a3ab2a,2025-06,1,2025-06,True,False
a414b2,2020-06,0,2020-06,True,False
a414b2,2022-06,1,2022-06,True,False
a41bec,2019-04,0,2019-04,False,False
a41bec,2021-04,1,2021-04,True,False
a4a47e,2019-11,0,2019-11,True,False
a4a47e,2021-11,1,2021-11,True,False
a4f260,2023-05,0,2023-05,False,False
a4f260,2025-05,1,2025-05,True,False
a535d3,2020-06,0,2020-06,True,False
a535d3,2022-06,1,2022-06,True,False
a558fd,2022-03,0,2022-03,True,False
a558fd,2024-03,1,2024-03,True,False
a57a48,2023-04,0,2023-04,True,False
a57a48,2025-04,1,2025-04,True,False
a5a56d,2023-09,0,2023-09,True,False
a5a56d,2025-09,1,2025-09,True,False
a5ba39,2019-03,0,2019-03,True,False
a5ba39,2021-03,1,2021-03,True,False
a62f1e,2023-03,0,2023-03,True,False
a62f1e,2025-03,1,2025-03,True,False
a6383a,2019-03,0,2019-03,True,False
a6383a,2021-03,1,2021-03,True,False
a71410,2019-04,0,2019-04,True,False
a71410,2021-04,1,2021-04,True,False
a78bff,2021-06,0,2021-06,True,False
a78bff,2023-06,1,2023-06,True,False
a7b964,2020-09,0,2020-09,True,False
a7b964,2022-09,1,2022-09,True,False
a7dca6,2020-11,0,2020-11,True,False
a7dca6,2022-11,1,2022-11,True,False
a7fe2c,2019-11,0,2019-11,True,False
a7fe2c,2021-11,1,2021-11,True,False
a833d3,2021-01,0,2021-01,True,False
a833d3,2023-01,1,2023-01,True,False
a88a14,2021-12,0,2021-12,True,False
a88a14,2023-12,1,2023-12,True,False
a891cb,2019-11,0,2019-11,False,False
a891cb,2021-11,1,2021-11,False,False
a8e3b5,2022-01,0,2022-01,False,False
a8e3b5,2024-01,1,2024-01,True,False
a96386,2023-11,0,2023-11,True,False
a96386,2025-11,1,2025-11,False,False
aa005c,2022-11,0,2022-11,True,False
aa005c,2024-11,1,2024-11,True,False
aa31c0,2022-01,0,2022-01,True,False
aa31c0,2024-01,1,2024-01,True,False
aacd4a,2022-03,0,2022-03,True,False
aacd4a,2024-03,1,2024-03,True,False
ab49c0,2017-05,0,2017-05,True,False
ab49c0,2019-05,1,2019-05,True,False
ab83ce,2023-07,0,2023-07,True,False
ab83ce,2025-07,1,2025-07,True,False
ab92d7,2022-10,0,2022-10,True,False
ab92d7,2024-10,1,2024-10,True,False
ab9e6c,2021-09,0,2021-09,True,False
ab9e6c,2023-09,1,2023-09,True,False
abb4ac,2019-09,0,2019-09,True,False
abb4ac,2021-09,1,2021-09,True,False
ac1a25,2022-12,0,2022-12,True,False
ac1a25,2024-12,1,2024-12,True,False
ac4df8,2022-07,0,2022-07,True,False
ac4df8,2024-07,1,2024-07,True,False
ad3bc7,2022-11,0,2022-11,True,False
ad3bc7,2024-11,1,2024-11,True,False
add6be,2023-11,0,2023-11,True,False
add6be,2025-11,1,2025-11,False,False
addac1,2019-03,0,2019-03,True,False
addac1,2021-03,1,2021-03,True,False
ae486d,2022-04,0,2022-04,False,False
ae486d,2024-04,1,2024-04,True,False
ae496f,2023-06,0,2023-06,True,False
ae496f,2025-06,1,2025-06,True,False
ae7d89,2015-06,0,2015-06,False,False
ae7d89,2017-06,1,2017-06,True,False
aeb367,2023-01,0,2023-01,True,False
aeb367,2025-01,1,2025-01,True,False
aee322,2022-02,0,2022-02,True,False
aee322,2024-02,1,2024-02,True,False
af0c6c,2021-06,0,2021-06,True,False
af0c6c,2023-06,1,2023-06,True,False
af1773,2020-08,0,2020-08,True,False
af1773,2022-08,1,2022-08,True,False
af4d0a,2018-02,0,2018-02,True,False
af4d0a,2020-02,1,2020-02,True,False
af4ff2,2023-03,0,2023-03,True,False
af4ff2,2025-03,1,2025-03,True,False
b056a3,2016-06,0,2016-06,True,False
b056a3,2018-06,1,2018-06,True,False
b05aa6,2023-05,0,2023-05,True,False
b05aa6,2025-05,1,2025-05,True,False
b12ea9,2019-07,0,2019-07,True,False
b12ea9,2021-07,1,2021-07,True,False
b19520,2023-03,0,2023-03,True,False
b19520,2025-03,1,2025-03,True,False
b1a782,2022-05,0,2022-05,True,False
b1a782,2024-05,1,2024-05,True,False
b1c35e,2022-10,0,2022-10,False,False
b1c35e,2024-10,1,2024-10,False,False
b1e355,2019-02,0,2019-02,True,False
b1e355,2021-02,1,2021-02,True,False
b1e777,2023-09,0,2023-09,True,False
b1e777,2025-09,1,2025-09,True,False
b20e14,2024-02,0,2024-02,True,False
b20e14,2026-02,1,2026-02,False,False
b22735,2024-02,0,2024-02,True,False
b22735,2026-02,1,2026-02,False,False
b29d94,2021-09,0,2021-09,True,False
b29d94,2023-09,1,2023-09,True,False
b30953,2023-02,0,2023-02,True,False
b30953,2025-02,1,2025-02,True,False
b3b6dc,2019-03,0,2019-03,True,False
b3b6dc,2021-03,1,2021-03,False,False
b3c07d,2023-04,0,2023-04,False,False
b3c07d,2025-04,1,2025-04,False,False
b3d162,2017-11,0,2017-11,True,False
b3d162,2019-11,1,2019-11,True,False
b3e951,2019-11,0,2019-11,True,False
b3e951,2021-11,1,2021-11,True,False
b4cdcb,2022-09,0,2022-09,True,False
b4cdcb,2024-09,1,2024-09,True,False
b4d026,2021-05,0,2021-05,True,False
b4d026,2023-05,1,2023-05,True,False
b6238b,2024-03,0,2024-03,True,False
b6238b,2026-03,1,2026-03,False,False
b7299a,2023-05,0,2023-05,True,False
b7299a,2025-05,1,2025-05,True,False
b7b6b0,2020-01,0,2020-01,True,False
b7b6b0,2022-01,1,2022-01,True,False
b8be68,2019-10,0,2019-10,True,False
b8be68,2021-10,1,2021-10,True,False
b8cf50,2021-02,0,2021-02,True,False
b8cf50,2023-02,1,2023-02,True,False
b8e83a,2020-11,0,2020-11,True,False
b8e83a,2022-11,1,2022-11,True,False
b8edf3,2022-04,0,2022-04,True,False
b8edf3,2024-04,1,2024-04,True,False
b958cf,2022-10,0,2022-10,True,False
b958cf,2024-10,1,2024-10,True,False
b97378,2020-03,0,2020-03,True,False
b97378,2022-03,1,2022-03,True,False
b9a42b,2024-05,0,2024-05,True,False
b9a42b,2026-05,1,2026-05,False,False
ba118b,2022-04,0,2022-04,True,False
ba118b,2024-04,1,2024-04,True,False
baace9,2020-03,0,2020-03,True,False
baace9,2022-03,1,2022-03,True,False
bab0b7,2019-11,0,2019-11,True,False
bab0b7,2021-11,1,2021-11,True,False
bb1802,2023-03,0,2023-03,True,False
bb1802,2025-03,1,2025-03,True,False
bb8c69,2023-12,0,2023-12,True,False
bb8c69,2025-12,1,2025-12,False,False
bbbbe6,2021-05,0,2021-05,True,False
bbbbe6,2023-05,1,2023-05,True,False
bbca42,2023-05,0,2023-05,True,False
bbca42,2025-05,1,2025-05,True,False
bbfea9,2024-05,0,2024-05,True,False
bbfea9,2026-05,1,2026-05,False,False
bc05ec,2023-03,0,2023-03,True,False
bc05ec,2025-03,1,2025-03,True,False
bcc1a0,2020-05,0,2020-05,True,False
bcc1a0,2022-05,1,2022-05,True,False
bd1872,2018-02,0,2018-02,False,False
bd1872,2020-02,1,2020-02,True,False
bd5727,2019-02,0,2019-02,True,False
bd5727,2021-02,1,2021-02,True,False
be4a91,2021-02,0,2021-02,True,False
be4a91,2023-02,1,2023-02,True,False
be53d6,2019-12,0,2019-12,True,False
be53d6,2021-12,1,2021-12,True,False
be7e9a,2021-12,0,2021-12,True,False
be7e9a,2023-12,1,2023-12,True,False
be8407,2023-10,0,2023-10,True,False
be8407,2025-10,1,2025-10,False,False
bed435,2016-06,0,2016-06,True,False
bed435,2018-06,1,2018-06,True,False
bef93d,2022-10,0,2022-10,True,False
bef93d,2024-10,1,2024-10,True,False
bf2f01,2023-12,0,2023-12,True,False
bf2f01,2025-12,1,2025-12,False,False
bf86a5,2023-04,0,2023-04,True,False
bf86a5,2025-04,1,2025-04,True,False
bfbca1,2023-03,0,2023-03,True,False
bfbca1,2025-03,1,2025-03,True,False
bff67c,2022-09,0,2022-09,True,False
bff67c,2024-09,1,2024-09,True,False
c02800,2023-07,0,2023-07,True,False
c02800,2025-07,1,2025-07,True,False
c0b941,2024-02,0,2024-02,False,False
c0b941,2026-02,1,2026-02,False,False
c0d103,2023-02,0,2023-02,False,False
c0d103,2025-02,1,2025-02,False,False
c118ba,2019-10,0,2019-10,True,False
c118ba,2021-10,1,2021-10,True,False
c18b77,2022-10,0,2022-10,True,False
c18b77,2024-10,1,2024-10,True,False
c1b5d1,2023-04,0,2023-04,True,False
c1b5d1,2025-04,1,2025-04,True,False
c21125,2021-12,0,2021-12,True,False
c21125,2023-12,1,2023-12,True,False
c28873,2016-01,0,2016-01,False,False
c28873,2018-01,1,2018-01,True,False
c2fff1,2019-11,0,2019-11,True,False
c2fff1,2021-11,1,2021-11,True,False
c3b70f,2021-02,0,2021-02,True,False
c3b70f,2023-02,1,2023-02,True,False
c4dcc0,2022-10,0,2022-10,True,False
c4dcc0,2024-10,1,2024-10,True,False
c5058d,2021-03,0,2021-03,True,False
c5058d,2023-03,1,2023-03,True,False
c530d7,2021-07,0,2021-07,False,False
c530d7,2023-07,1,2023-07,False,False
c6c39a,2019-03,0,2019-03,True,False
c6c39a,2021-03,1,2021-03,True,False
c77fe7,2023-03,0,2023-03,True,False
c77fe7,2025-03,1,2025-03,True,False
c78377,2020-10,0,2020-10,True,False
c78377,2022-10,1,2022-10,True,False
c783e0,2023-05,0,2023-05,True,False
c783e0,2025-05,1,2025-05,True,False
c854c7,2023-05,0,2023-05,True,False
c854c7,2025-05,1,2025-05,True,False
c88e31,2022-02,0,2022-02,False,False
c88e31,2024-02,1,2024-02,True,False
c8fba6,2019-05,0,2019-05,False,False
c8fba6,2021-05,1,2021-05,True,False
c91034,2024-04,0,2024-04,True,False
c91034,2026-04,1,2026-04,False,False
c97277,2022-12,0,2022-12,True,False
c97277,2024-12,1,2024-12,True,False
c9b460,2021-12,0,2021-12,True,False
c9b460,2023-12,1,2023-12,True,False
c9d5d4,2019-06,0,2019-06,True,False
c9d5d4,2021-06,1,2021-06,True,False
c9f626,2023-02,0,2023-02,True,False
c9f626,2025-02,1,2025-02,True,False
ca2872,2021-11,0,2021-11,True,False
ca2872,2023-11,1,2023-11,True,False
ca8a33,2022-12,0,2022-12,True,False
ca8a33,2024-12,1,2024-12,True,False
cb4045,2016-11,0,2016-11,True,False
cb4045,2018-11,1,2018-11,True,False
cb404c,2017-10,0,2017-10,True,False
cb404c,2019-10,1,2019-10,True,False
cbd695,2020-06,0,2020-06,True,False
cbd695,2022-06,1,2022-06,True,False
cc2b7d,2022-12,0,2022-12,True,False
cc2b7d,2024-12,1,2024-12,True,False
ccadbe,2021-11,0,2021-11,True,False
ccadbe,2023-11,1,2023-11,True,False
ccf053,2023-03,0,2023-03,False,False
ccf053,2025-03,1,2025-03,True,False
cd5237,2021-03,0,2021-03,True,False
cd5237,2023-03,1,2023-03,True,False
cd57cd,2022-03,0,2022-03,True,False
cd57cd,2024-03,1,2024-03,True,False
cdb1bf,2024-02,0,2024-02,False,False
cdb1bf,2026-02,1,2026-02,False,False
cdee45,2020-08,0,2020-08,False,False
cdee45,2022-08,1,2022-08,False,False
ce2dab,2019-11,0,2019-11,True,False
ce2dab,2021-11,1,2021-11,True,False
ce7861,2022-02,0,2022-02,True,False
ce7861,2024-02,1,2024-02,True,False
cead5b,2023-01,0,2023-01,True,False
cead5b,2025-01,1,2025-01,True,False
ceb0c8,2024-05,0,2024-05,True,False
ceb0c8,2026-05,1,2026-05,False,False
ceb905,2024-02,0,2024-02,True,False
ceb905,2026-02,1,2026-02,False,False
cf16f5,2021-11,0,2021-11,True,False
cf16f5,2023-11,1,2023-11,True,False
cf72e7,2020-11,0,2020-11,True,False
cf72e7,2022-11,1,2022-11,True,False
cfa8ab,2020-12,0,2020-12,True,False
cfa8ab,2022-12,1,2022-12,True,False
cfba7f,2022-09,0,2022-09,False,False
cfba7f,2024-09,1,2024-09,False,False
cfda0b,2023-06,0,2023-06,True,False
cfda0b,2025-06,1,2025-06,True,False
cff739,2020-02,0,2020-02,True,False
cff739,2022-02,1,2022-02,True,False
d0008d,2023-02,0,2023-02,True,False
d0008d,2025-02,1,2025-02,True,False
d01445,2021-11,0,2021-11,True,False
d01445,2023-11,1,2023-11,True,False
d09915,2021-09,0,2021-09,True,False
d09915,2023-09,1,2023-09,True,False
d16a95,2022-02,0,2022-02,True,False
d16a95,2024-02,1,2024-02,True,False
d1ad0f,2024-01,0,2024-01,True,False
d1ad0f,2026-01,1,2026-01,False,False
d2324e,2016-01,0,2016-01,False,False
d2324e,2018-01,1,2018-01,True,False
d2616e,2023-02,0,2023-02,True,False
d2616e,2025-02,1,2025-02,True,False
d2fe0c,2023-06,0,2023-06,True,False
d2fe0c,2025-06,1,2025-06,False,False
d30b32,2022-11,0,2022-11,True,False
d30b32,2024-11,1,2024-11,True,False
d3176c,2020-08,0,2020-08,True,False
d3176c,2022-08,1,2022-08,True,False
d34bbc,2017-05,0,2017-05,True,False
d34bbc,2019-05,1,2019-05,True,False
d36ff9,2019-10,0,2019-10,True,False
d36ff9,2021-10,1,2021-10,True,False
d390a2,2022-03,0,2022-03,True,False
d390a2,2024-03,1,2024-03,True,False
d3a837,2023-04,0,2023-04,True,False
d3a837,2025-04,1,2025-04,True,False
d3b90d,2020-09,0,2020-09,True,False
d3b90d,2022-09,1,2022-09,True,False
d3dbc6,2022-09,0,2022-09,True,False
d3dbc6,2024-09,1,2024-09,True,False
d3e23d,2022-06,0,2022-06,True,False
d3e23d,2024-06,1,2024-06,True,False
d41093,2024-04,0,2024-04,True,False
d41093,2026-04,1,2026-04,False,False
d43cb8,2023-08,0,2023-08,True,False
d43cb8,2025-08,1,2025-08,True,False
d48b35,2015-08,0,2015-08,False,False
d48b35,2017-08,1,2017-08,True,False
d49bfb,2022-01,0,2022-01,True,False
d49bfb,2024-01,1,2024-01,True,False
d4ccfa,2020-07,0,2020-07,True,False
d4ccfa,2022-07,1,2022-07,True,False
d4d142,2018-12,0,2018-12,True,False
d4d142,2020-12,1,2020-12,True,False
d51841,2022-12,0,2022-12,True,False
d51841,2024-12,1,2024-12,True,False
d6765d,2021-11,0,2021-11,True,False
d6765d,2023-11,1,2023-11,True,False
d6880f,2018-12,0,2018-12,True,False
d6880f,2020-12,1,2020-12,True,False
d6d769,2023-02,0,2023-02,False,False
d6d769,2025-02,1,2025-02,True,False
d6f7e7,2021-04,0,2021-04,True,False
d6f7e7,2023-04,1,2023-04,True,False
d76df6,2024-04,0,2024-04,True,False
d76df6,2026-04,1,2026-04,False,False
d8b2c2,2021-04,0,2021-04,False,False
d8b2c2,2023-04,1,2023-04,True,False
d91e6b,2022-11,0,2022-11,True,False
d91e6b,2024-11,1,2024-11,True,False
d92c60,2021-01,0,2021-01,True,False
d92c60,2023-01,1,2023-01,True,False
d973e4,2021-03,0,2021-03,True,False
d973e4,2023-03,1,2023-03,True,False
d9ffdc,2023-02,0,2023-02,True,False
d9ffdc,2025-02,1,2025-02,True,False
da2f7a,2021-04,0,2021-04,True,False
da2f7a,2023-04,1,2023-04,True,False
dadb09,2019-06,0,2019-06,False,False
dadb09,2021-06,1,2021-06,True,False
db86d3,2021-10,0,2021-10,True,False
db86d3,2023-10,1,2023-10,True,False
db86f9,2022-07,0,2022-07,False,False
db86f9,2024-07,1,2024-07,False,False
db94b5,2016-03,0,2016-03,False,False
db94b5,2018-03,1,2018-03,True,False
db9cfb,2019-09,0,2019-09,False,False
db9cfb,2021-09,1,2021-09,False,False
dbabf9,2020-11,0,2020-11,True,False
dbabf9,2022-11,1,2022-11,True,False
dbe301,2022-10,0,2022-10,True,False
dbe301,2024-10,1,2024-10,True,False
dc787a,2019-06,0,2019-06,True,False
dc787a,2021-06,1,2021-06,True,False
dc91cc,2023-12,0,2023-12,True,False
dc91cc,2025-12,1,2025-12,False,False
ddab14,2023-04,0,2023-04,True,False
ddab14,2025-04,1,2025-04,True,False
ddbf53,2020-10,0,2020-10,True,False
ddbf53,2022-10,1,2022-10,True,False
de9892,2019-03,0,2019-03,True,False
de9892,2021-03,1,2021-03,True,False
defe07,2020-11,0,2020-11,True,False
defe07,2022-11,1,2022-11,True,False
df1539,2022-10,0,2022-10,True,False
df1539,2024-10,1,2024-10,True,False
e0b473,2021-02,0,2021-02,True,False
e0b473,2023-02,1,2023-02,True,False
e0d838,2021-05,0,2021-05,True,False
e0d838,2023-05,1,2023-05,True,False
e110d2,2021-02,0,2021-02,True,False
e110d2,2023-02,1,2023-02,True,False
e15eb1,2019-02,0,2019-02,True,False
