aircraft_id,ref_month,y,year_month,env_available,flag_prior_corrosion,ref_ts,feat_year_month,month_start_date,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature,tow_gate,rh_excess,dew_spread,condensation,freezing,arrhenius_rel,chloride,acid_species,oxidant,black_carbon,parking_hours,wet_parking,salt_wet_dose,acid_dose,acid_prod_dose,arr_wet_dose,corrosivity_increment,age_months,parking_hours_cum,parking_hours_roll6m,parking_hours_roll12m,parking_hours_roll24m,wet_parking_cum,wet_parking_roll6m,wet_parking_roll12m,wet_parking_roll24m,salt_wet_dose_cum,salt_wet_dose_roll6m,salt_wet_dose_roll12m,salt_wet_dose_roll24m,acid_dose_cum,acid_dose_roll6m,acid_dose_roll12m,acid_dose_roll24m,acid_prod_dose_cum,acid_prod_dose_roll6m,acid_prod_dose_roll12m,acid_prod_dose_roll24m,arr_wet_dose_cum,arr_wet_dose_roll6m,arr_wet_dose_roll12m,arr_wet_dose_roll24m,corrosivity_increment_cum,corrosivity_increment_roll6m,corrosivity_increment_roll12m,corrosivity_increment_roll24m,fp_coarse_seasalt,fp_so2,fp_black_carbon,fp_isoprene,fp_humidity,fp_temp_c,feat_ts,feat_gap_months,exact_month
d92c60,2021-01,0,2021-01,True,False,2021-01-01,2021-01,2021-01-01 00:00:00+00:00,27677.349999999995,7.697109208632893,35.80500921381162,5.6109264083367,6.863152474312774,9.42653826745215,0.0005660186036596,8.585162425919127e-11,7.090174762051102e-09,3.4048316708019838e-09,1.4245673128365628e-11,2.5122972086935257e-11,1.4647282906128078e-11,4.4515636672603715e-09,3.1370728551410353e-09,9.246312989926167e-11,1.7391888253425566e-10,1.3991089419781575e-09,6.782117021749852e-10,4.0648132478813127e-10,6.43442376071941e-10,1.5234086945193038e-07,4.64214248484458e-08,2.7714233395276003e-10,9.329527775756678e-10,9.855145636224982e-10,6.741191711887885e-10,1.0255986805545057e-08,2.4962130245584e-14,9.759644926708022e-10,0.0076080252488795,4.393015675823916e-09,285.53460756449954,0.00014494689635756013,0.0,2.0861828002961937,0.49887771830137256,0.0,0.41016999133234916,1.0580858057112277e-08,6.777639181424572e-09,4.669856718239856e-08,2.663820124335173e-10,461.2891666666666,0.0668624330316986,7.074619132615782e-10,4.5316944588101695e-10,1.3716663499131274e-17,0.027424963577071592,4.760561545195709e-10,58.0,23490.561944444446,2910.212222222222,6222.315,10952.950555555555,239.57883938093852,8.761832556463926,232.80709022174344,232.85460425515026,2.2965663929652256e-06,8.156440934896422e-08,2.2576738412996297e-06,2.2580004141106253e-06,1.4108168576430333e-06,6.607039517583614e-08,1.3290005297501665e-06,1.3293364945661216e-06,4.127228217695505e-14,1.855589354293656e-15,3.83372472588953e-14,3.8348581378404174e-14,226.55276492113762,4.242293852707086,223.09011284187875,223.123243497423,3.5053973440927916e-06,7.35885645184937e-08,3.443764043465989e-06,3.444213978471565e-06,2.044441997830136e-09,4.7810934907713055e-09,3.935451975005599e-10,5.2806993280685174e-09,26.54680346663548,7.3817981323854145,2021-01-01,0.0,True
8d4752,2021-01,0,2021-01,True,False,2021-01-01,2021-01,2021-01-01 00:00:00+00:00,44640.0,11.3015341117336,79.73800744195779,7.5292423687104035,6.970417299335044,5.719934027961288,0.0,1.9463300251691263e-10,1.6532286655508942e-08,7.108388439271301e-09,1.3125740347239168e-10,2.468399674773514e-10,2.247194181017916e-10,4.518989312544645e-09,2.23461351922022e-09,1.6131261551146027e-10,1.5596810342110367e-10,9.896357918783681e-10,5.37522208323292e-10,6.662942457878034e-10,3.353205985680457e-10,1.3866749589435557e-07,4.3871230269439344e-08,2.1467202209877517e-10,8.795425650968423e-10,8.605370981904052e-10,2.7659693276564962e-09,1.3760970586739273e-08,2.3407757318784663e-14,8.034817877163534e-10,0.0066780850130715,1.8618281147866523e-09,284.6448536659933,0.486903368474457,0.0,3.772291743023197,0.28438378967488703,0.0,0.38403551151181764,2.3835308097297156e-08,3.712001004855425e-09,4.4085902291538116e-08,3.172807189325639e-10,744.0,362.256106144996,8.634485900093162e-06,1.3446950300252388e-06,2.9734116079211455e-14,139.11920902167284,3.832359852966996e-06,48.0,34712.31361111111,4416.0,8784.0,17544.0,14951.867290009128,2150.165275183202,4276.959188679631,8542.232696515874,0.00035095978904720504,5.124985179410135e-05,0.00010194263998174507,0.0002036067481602613,5.688809856041839e-05,7.981415662085288e-06,1.5876076806104434e-05,3.170877635317579e-05,1.3046120807965905e-12,1.7648636640564217e-13,3.510544027416578e-13,7.011496404485023e-13,5853.938869467633,825.7398212899292,1642.5042097397504,3280.520703059447,0.0001586607393196463,2.2746910095029912e-05,4.5246571167287756e-05,9.03695178231895e-05,6.524631627928298e-09,1.9327494023164963e-09,3.1648318763097724e-10,4.849385522911439e-10,79.08101083075525,12.174948836695537,2021-01-01,0.0,True
61d91d,2021-01,0,2021-01,True,False,2021-01-01,2021-01,2021-01-01 00:00:00+00:00,31964.233333333348,16.283632665915718,45.79357048557792,3.336902310007509,4.942313744077143,5.7397719098186455,0.0,2.1148503266681958e-11,1.6888786143331444e-09,2.2947067506836877e-10,1.0057733109665365e-08,2.13274105746963e-08,4.496867746189624e-08,8.240968533381066e-09,3.627546778497709e-09,1.7052711569536496e-10,8.801718348129343e-11,9.143283776295713e-09,9.201061150986312e-10,3.645713959383621e-09,1.1019714113205714e-10,1.910034736440351e-07,5.899226236714529e-08,8.935760627680061e-10,3.089048349704901e-09,2.280282538878932e-09,2.116905615160415e-09,1.3720190803708262e-08,4.876444358660078e-14,3.131890238659808e-09,0.0050913791764286,2.7485811135536893e-08,288.6635985707909,0.0010675872742817074,0.0,12.946730355908208,0.013358842079809006,0.0,0.5153651552147976,1.939497792668195e-09,3.8909377450711544e-08,5.98858384299133e-08,2.585442991766584e-10,532.7372222222225,0.5687434789806308,1.1030767220773636e-09,2.2129454696288193e-08,9.361579342988153e-16,0.2931105713222568,1.1973237160458628e-08,36.0,18943.466666666667,3546.714722222222,6480.740555555555,12069.918333333333,74.36087581652141,20.346979412835076,24.230966336139446,48.08306029014868,2.7418658153188537e-07,7.462124703275944e-08,1.0227460806803516e-07,1.779478140946207e-07,2.582148448367836e-06,7.050481713394525e-07,8.316839196417357e-07,1.5875981067772802e-06,1.1406492462004373e-13,2.862584085084304e-14,3.5151068488491656e-14,6.885519746045105e-14,72.76897481137564,23.81374031019086,27.17214765150194,43.73862286547086,2.838623414056691e-06,9.243494189694704e-07,1.0559733528522496e-06,1.6448234521217136e-06,9.444387081106454e-10,2.3616721350470155e-08,3.8985743962504953e-10,1.101260156941813e-09,42.16710012910852,27.643047360110472,2021-01-01,0.0,True
0e0f44,2021-01,1,2021-01,True,False,2021-01-01,2021-01,2021-01-01 00:00:00+00:00,44443.91666666666,10.985433127365612,69.15619003116294,5.185472675578301,8.07566100350914,6.109813537221541,0.0,7.13921705902119e-11,6.007866281835001e-09,1.726499440061359e-09,1.7381793515489915e-09,3.009837459629581e-09,2.4977542045121032e-09,3.473972625084112e-09,1.6006299553484531e-09,9.652976483767307e-11,9.423811878413571e-11,1.823640483074051e-09,5.495392923405089e-10,3.35252921120412e-10,1.1889263881553616e-10,1.398202304839494e-07,5.254950775181448e-08,1.7524825294862398e-10,4.3891958449274703e-10,6.583020013742084e-10,5.856122351471585e-10,5.622141846217561e-09,1.7660895368764188e-14,8.896790469865311e-10,0.0066145868588841,1.431455323005789e-09,286.194852401033,0.10259095572597118,0.0,5.799960451787311,0.14466708373462353,0.0,0.43059217398637345,7.80575789248657e-09,3.913397807454049e-09,5.2724756004763103e-08,1.9076788362180878e-10,740.7319444444443,75.99239811731253,5.931782613731939e-07,2.9738848417546605e-07,5.735384342526805e-15,32.7217319117716,3.8347107104576704e-07,67.0,39979.01222222222,3608.958333333333,7225.325555555555,12540.573333333334,5431.9729857052,415.6549790472351,555.3486266223388,1144.7999983369355,4.26674943863841e-05,3.180029127807908e-06,4.078598193308884e-06,8.20553038800788e-06,3.240201580920157e-05,1.7852613757150892e-06,2.698727839212296e-06,6.333900434106769e-06,8.233900696977327e-13,3.5625455391992456e-14,6.588509813958046e-14,1.5597956096948962e-13,1845.656902073935,221.70140850944415,283.7769826317379,592.7312066237289,2.600703075855498e-05,2.640136976510268e-06,3.4244439603864795e-06,7.4722893121591895e-06,1.1719123608737194e-09,3.2445381345522324e-09,3.8413802595899657e-10,2.5326564254462382e-09,64.17038997041445,16.86157046370398,2021-01-01,0.0,True
166e88,2021-01,1,2021-01,True,False,2021-01-01,2021-01,2021-01-01 00:00:00+00:00,42686.26666666666,12.837050664287894,77.16531096868694,8.79075426262159,10.073806486385356,6.133350135808164,0.0,2.4523827440036503e-10,2.0774144224997912e-08,1.255060828638483e-08,3.296281710209478e-09,6.318657979179225e-09,6.112758447929881e-09,2.3912377016797153e-09,1.0324758341060495e-09,6.736195627860025e-11,5.505891152241194e-11,1.2211688848432395e-09,5.84113979033179e-10,5.068386577473792e-10,5.126623532488354e-11,1.3458614755429136e-07,5.7547445941071775e-08,2.2611061560771766e-10,6.06463521124112e-10,1.519487799713806e-09,3.4807637519438686e-10,3.359122926745613e-09,2.1105388786774584e-14,1.406681129135593e-09,0.007013872962716,1.8552274207319757e-09,287.119926647045,0.3619437098921773,0.0,4.046296401666304,0.259560498876634,0.0,0.4607543128928744,3.356999078578311e-08,4.595884105289021e-09,5.777355655667949e-08,1.2242086780101218e-10,711.4377777777777,257.50042864633525,8.644287016992674e-06,1.1834421271208017e-06,2.7599690670306215e-14,118.64443307056283,4.528168589093282e-06,70.0,45050.66027777777,3875.6949999999997,7539.355833333334,13555.392222222223,9780.537917902057,840.2846682526535,1561.2236503902277,3110.7144531516656,0.00011962883409614521,1.6315945053364757e-05,2.585839287660773e-05,5.51082397179187e-05,9.611222366091529e-05,4.042563111281596e-06,8.649565649744207e-06,1.6371350612948183e-05,2.7364329650479085e-12,8.938506020056675e-14,2.0856255163403404e-13,4.1081546500561966e-13,5900.411812580551,434.1341366140289,782.7919125306103,1531.0114132332378,0.00013450019118046067,9.935484855945707e-06,1.665505231781717e-05,3.3288126832290354e-05,3.666342832063286e-09,3.336408285903735e-09,3.5470818923018567e-10,2.95402959903419e-09,72.5177067517514,17.356738660504487,2021-01-01,0.0,True
6b230b,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,36514.833333333336,8.696648601006057,65.62704913072982,2.144348820902709,8.67574423879355,6.070599043532088,0.0,1.2450413798371192e-10,1.0593014575392514e-08,6.992297513565816e-09,3.55972363350431e-10,6.535912616710234e-10,6.78554107075721e-10,7.1162050650654205e-09,3.514091104086562e-09,3.1555730583810455e-10,3.7299890747223615e-10,3.220777450295491e-09,8.944545729151056e-10,7.193472218820692e-10,2.452367402668557e-10,1.97240938269064e-07,5.2895854706848994e-08,1.217468697940724e-10,9.292950388915667e-10,5.849764815889933e-10,2.650870158262897e-09,1.4471763701612393e-08,2.564929796349128e-14,2.187354694076616e-09,0.0045808484660616,7.431686996716913e-09,280.8655536766528,0.053424050883292475,0.0,6.552299780103349,0.11257901743364572,0.0,0.28900379543820465,1.7709816226942042e-08,1.1237440928601397e-08,5.3017601576643064e-08,6.885562133103406e-10,608.5805555555556,32.51283856658241,5.757963960304082e-07,3.6536110281312316e-07,1.281039068405996e-14,9.396333746211953,2.7199808927090824e-07,49.0,26988.11527777778,4206.806111111111,8622.806111111111,15881.04611111111,8464.586333488916,603.9873326533658,1386.2724453437813,4104.691869266108,0.0001273178652619773,8.274747034357124e-06,1.7947917061094394e-05,5.795299439314221e-05,0.00010213637852547191,6.6343049421290324e-06,1.4842492663534513e-05,4.041790607862597e-05,3.5214196453026844e-12,2.215400705357847e-13,4.951210911587619e-13,1.334020503167728e-12,6115.666011979851,265.8117121718663,685.0924872440961,2782.736482734952,0.00016661219757693432,6.383768028469606e-06,1.5967626156870584e-05,6.637671093013952e-05,4.86753536413766e-09,6.446204872811233e-09,8.488606019293676e-10,2.657764187866208e-09,76.03075299267066,17.341922968902452,2021-02-01,0.0,True
780f16,2021-02,1,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,31626.483333333334,0.5270557387412254,41.322357203447815,-1.6711085429399577,7.910044356133906,8.024314244003461,0.0032606058530061,4.693427032960637e-11,3.845819873106556e-09,1.439447092531722e-09,8.772828539143346e-11,1.2679236003564986e-10,2.918283516793121e-11,6.1956874221394545e-09,4.863443544507045e-09,1.1364243114323012e-10,1.6344773997703232e-10,1.2011010876159063e-09,6.40195578101939e-10,4.451711136330221e-10,6.724513386381471e-10,1.6158120777242314e-07,4.283559054551793e-08,2.811028510301334e-10,7.150001833888693e-10,6.091648429948212e-10,2.3413855880216176e-09,1.1552047990311828e-08,2.8957224979325204e-14,9.318097289977451e-10,0.0054719939953193,4.743626430966667e-09,277.283518197141,0.00043683042346375194,0.0,2.198164281681183,0.4805992927748916,0.0,0.21916616088743515,5.332201235967884e-09,6.553892361577394e-09,4.311669339654806e-08,2.7709017112026244e-10,527.1080555555556,0.23025683511948822,1.2277757808141884e-09,1.5090785128905993e-09,4.709431222978423e-17,0.05046450657122938,5.998258484595712e-10,59.0,24214.161666666667,2799.1894444444442,6212.336666666666,11096.8775,215.1468667620614,33.24402231160404,209.91478151071445,210.02252009940625,1.9774688643141216e-06,2.49782188121954e-07,1.950804334703165e-06,1.951844842257776e-06,1.334486069981319e-06,2.518699217844195e-07,1.2755041629264456e-06,1.2763398249546737e-06,3.906346453934586e-14,7.163998043306981e-15,3.701959245493841e-14,3.704738971698675e-14,195.47720512788425,18.94511520707262,192.61572137202506,192.67168832736687,3.013957563101652e-06,2.866277468966407e-07,2.967033606153488e-06,2.967991554708109e-06,1.873690399012198e-09,5.065122425180501e-09,3.9453974905411865e-10,5.582522972652368e-09,28.00016462472191,7.854543205964169,2021-02-01,0.0,True
966e69,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,39996.08333333333,2.211276032010843,80.58849921094608,-1.0969184315962266,7.025168784743125,4.825453148183675,0.0,1.0659851740904402e-10,9.090764998421273e-09,4.262782064056866e-09,1.5829987811199974e-10,3.038632835519616e-10,3.7927171359687344e-10,4.638465074144254e-09,3.373854185811114e-09,7.305496330490067e-11,1.1537978465786964e-10,1.4385970188408786e-09,6.881114260645772e-10,9.210880461695644e-10,1.1444516173126898e-10,1.7191062477617768e-07,3.312243807478267e-08,5.954511798120501e-11,7.25187504740954e-10,2.2828951268279957e-10,2.502231548770264e-09,1.3107532121217549e-08,1.6066953268749923e-14,1.0520005353651703e-09,0.0038018823258384,1.0520566014261793e-08,274.84812661393886,0.5293910382550548,0.5884992109460825,3.3081944636070695,0.33196309102104726,0.0,0.18084648175035645,1.3460145579887182e-08,1.2187452545785471e-08,3.318198319276388e-08,1.8843474796277032e-10,666.6013888888888,352.8928013661504,4.749988480482595e-06,4.3008642703992566e-06,1.2319249304733592e-13,63.819421562095684,1.6368148768375181e-06,69.0,41754.584444444445,3999.681388888889,7762.521944444445,12806.104444444443,18584.59062915415,3082.0597743070907,4056.1389390197023,7004.766009497756,0.00036236064345945027,6.28386619994558e-05,8.281937545611719e-05,0.0001709011328046411,8.999991366951487e-05,1.2093482667111178e-05,1.5215829912097638e-05,3.1300690685029984e-05,2.3052639392933236e-12,2.955036350676982e-13,3.5984523778745446e-13,7.721113145691718e-13,7156.589410154171,866.5256936148236,1309.1982866063481,2413.790178044569,0.00015988715894243042,2.1046765251435693e-05,3.100393574057677e-05,6.68300244149475e-05,5.3824070054534484e-09,2.656009517130283e-09,3.105125782402738e-10,1.0293277014884392e-09,79.15618240053924,12.609840293762252,2021-02-01,0.0,True
e6d0fd,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,35522.5,6.584467053747682,77.66088714462755,2.614695374591665,6.526004164245094,5.1555643681106,0.0,4.523834909638883e-11,3.8314223415627705e-09,1.148436407075843e-09,1.8002479482436704e-09,3.456638334816758e-09,2.5674664090538443e-09,7.852578835802598e-09,5.534964647841957e-09,1.2676696258264675e-10,1.9922046316420443e-10,7.71671284591818e-10,7.327870895823596e-10,6.390953190771827e-10,7.138372171777557e-11,2.158219202932991e-07,2.4589923574192666e-08,7.5076551647051e-11,6.338271444624893e-10,2.64740493868942e-10,5.198942508006861e-09,1.5590056173683163e-08,8.897629646041783e-15,8.914249093799543e-10,0.0045960181258855,1.466214015649976e-09,278.65388293490975,0.3851317411433574,0.0,3.969771679156017,0.2662665973636524,0.0,0.2438349348693007,5.025097097735002e-09,2.5026257941107362e-09,2.4665000125839717e-08,3.259874257468512e-10,592.0416666666666,228.01403791274853,1.1457926801581915e-06,5.706338126997878e-07,8.245938174204702e-15,55.5977880837413,4.1852474209396757e-07,38.0,21259.22361111111,3837.371944444444,7771.615555555554,13712.76611111111,7697.683261966734,2350.819568263937,2508.394401311213,3946.873127398436,0.00014634843420293985,3.216475780697257e-05,3.379900593043697e-05,5.855078173967303e-05,2.26600883567566e-05,6.244067256575502e-06,6.830432875607837e-06,1.094610616011159e-05,4.807885036714881e-13,1.0323378807326915e-13,1.1556375019165173e-13,2.037082533231137e-13,2878.253748068911,726.425242477288,815.861747068673,1321.921568300202,5.798691965688452e-05,1.2007445596491609e-05,1.3262066337792924e-05,2.301926215779361e-05,3.6101240636737228e-09,1.7012916253593638e-09,3.337091971039346e-10,1.7571144376319625e-09,74.88630049694551,14.05911767518084,2021-02-01,0.0,True
e110d2,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,40320.0,9.476987447698743,76.30051603905149,5.241283124128312,11.786610878661088,5.694302649930286,0.0,7.869564260713089e-11,6.666340273912918e-09,3.2615187069624422e-09,7.681244775198117e-10,1.3656553280897204e-09,1.338320182535576e-09,4.414799970552012e-09,1.925504399396311e-09,1.2522027074168749e-10,8.415613602921213e-11,2.4002629715567278e-09,7.425502042927352e-10,5.670250486330965e-10,1.6575458006940707e-10,1.4494772313902e-07,4.247411584336718e-08,1.2376606794790397e-10,3.7890089311403716e-10,5.930740511951186e-10,2.0651506855139394e-09,1.0203563524954613e-08,1.2989961430430807e-14,9.845066274984303e-10,0.0057072308825023,2.255754153437578e-09,283.07657560542714,0.3230267128802135,0.0,4.235704323570431,0.24367950012636086,0.0,0.34161482174239616,1.0006554623482491e-08,5.249091176189424e-09,4.2597881911315085e-08,2.0937640677089962e-10,672.0,217.07395105550347,2.17216234857206e-06,1.139440961066018e-06,2.0858711726388944e-14,74.15567909474345,1.1312927743035414e-06,52.0,22778.089444444446,4229.427777777778,7091.8711111111115,11550.097777777779,6513.730590970459,1098.0319515322776,1455.471619846749,2310.0994924584093,8.607038434437735e-05,1.0956152203893459e-05,1.4189247823501315e-05,2.3400809287242533e-05,3.3125427240665174e-05,5.909299376680904e-06,8.070703592757546e-06,1.572403367266819e-05,8.334933831757806e-13,1.1092601039034828e-13,1.6811996210159447e-13,3.8354928005299766e-13,2063.099426974247,432.81668667135773,686.8796895872223,1016.3669589093929,3.8422303376623145e-05,6.765792487666649e-06,1.0412864632011426e-05,1.6823851570652594e-05,3.0195148351675576e-09,4.539357879633666e-09,3.3932310980754627e-10,1.9958879378896192e-09,71.62060276454814,14.896848627287289,2021-02-01,0.0,True
fc2746,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,39846.066666666666,5.829049047646251,74.32496876084195,1.224744120151449,8.53918861814751,5.961823792543183,0.0,1.24067258464891e-10,1.0571451388588244e-08,3.358154642303562e-09,8.55331977117168e-10,1.647801188067042e-09,1.5810485106596319e-09,5.256079895730186e-09,3.1336822254694723e-09,1.2390502121964848e-10,1.6927617922989676e-10,6.882047861317974e-10,6.936448352285041e-10,1.0763501835808104e-09,9.89343318416912e-11,1.701942142718639e-07,3.4821874922805344e-08,1.2903819608338885e-10,8.621002792877011e-10,2.6522672567150787e-10,2.812581548836289e-09,1.3675582438129802e-08,9.709715696667192e-15,1.3092133379036855e-09,0.0044102610986705,1.290334999238239e-09,278.3391624045582,0.2432383993182352,0.0,4.604304927494802,0.21550561606209556,0.0,0.2379566141939533,1.4053673289356697e-08,2.2437665110415444e-09,3.495091311888873e-08,2.9318120044954525e-10,664.1011111111111,161.53489125212812,2.2701585864891715e-06,3.624465793562628e-07,7.284962951273174e-15,38.43829579654486,6.264458117740905e-07,73.0,46068.036944444444,4101.421944444444,7898.153333333334,13325.47111111111,10081.462045934602,1990.6751611648826,2132.4692129227515,3883.5397963957707,0.00011840377669616623,1.7591791819686555e-05,1.9090615854951544e-05,4.507590983192529e-05,4.144430421125412e-05,5.920844261344591e-06,6.31904284830819e-06,1.0697860994951077e-05,9.942202572053513e-13,1.1957351063140056e-13,1.2582618457459302e-13,2.1933417858820872e-13,3878.683946594016,603.5346872187833,672.6799675144068,1252.5338436331147,6.50856086104264e-05,7.165571591837441e-06,7.997393707909907e-06,1.7776904509601398e-05,2.6466334225686542e-09,2.0735428749523535e-09,4.493219206090985e-10,2.058281892775977e-09,72.501637494033,13.921210303756698,2021-02-01,0.0,True
b1e355,2021-02,1,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,40320.0,26.888178913738024,64.48533546325875,18.96166134185304,5.373801916932908,6.198076923076947,0.0,3.6401242967537606e-11,2.919095240668557e-09,8.312530873667706e-10,9.097069529022263e-11,1.2713895565837203e-10,8.640217753533971e-12,1.6003306339414916e-08,1.2895891330503328e-08,2.2150246321897502e-10,5.040740577997406e-10,2.3654392666373118e-09,1.121094348013907e-09,3.5002602459184593e-10,4.8929631331038886e-08,2.787295952333407e-07,5.004542342082369e-08,1.174969852987739e-09,4.927552233063248e-09,3.4905931741889007e-10,2.5708922297814434e-09,1.114503901234862e-08,2.5040088423068732e-14,2.310193311977782e-09,0.0131455312180116,6.269140318054118e-09,300.0075183397713,0.04298643737370592,0.0,7.9265175718849825,0.07120640377406381,0.0,1.1330233172797561,3.786749571002865e-09,8.98363890211032e-09,5.122039327381143e-08,7.255765210187156e-10,672.0,28.88688591513038,1.0938740284672868e-07,2.5950935206798795e-07,9.275805326177046e-15,32.72951530544289,4.179686249872094e-07,72.0,26892.131666666664,3401.5091666666667,7041.870277777777,11824.728888888889,565.6549474422187,60.494678913135786,142.2137438951723,142.25227835347889,2.6838159136780216e-06,3.2187430716977125e-07,4.883075895838732e-07,4.885690678400305e-07,8.102008261069825e-06,6.101641594426031e-07,1.228136726819849e-06,1.2288286797260262e-06,2.5311366957315933e-13,1.870084979522466e-14,4.1894972616630544e-14,4.1921542917498225e-14,360.28674358406766,45.39760774959899,80.46860528952209,80.4938215299565,6.997779356144058e-06,6.623316356696069e-07,9.994474146983276e-07,1.000068092689051e-06,1.5140641356558895e-09,9.333741261362378e-09,7.291952393384675e-10,6.414854111475506e-09,33.09356278879846,9.098183470021318,2021-02-01,0.0,True
6f9752,2021-02,1,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,40266.05,-0.1612413435011382,81.58840164221307,-3.137850531033687,9.95726247647758,5.559717891534548,0.0,5.945351178359059e-11,5.074322671103699e-09,2.0414077173434144e-09,3.021258417323845e-11,5.145713082153463e-11,2.6823773362247788e-11,2.611426690899067e-09,1.7016305187830621e-09,6.750081838333861e-11,1.0584690140981383e-10,2.549648296518086e-10,6.164727557623538e-10,4.91125815888827e-10,9.436954050886244e-12,1.5640160996063437e-07,3.601228243325597e-08,2.729696831690204e-11,3.43910394664975e-10,8.588582895503629e-11,5.323087969236243e-10,7.088983239490753e-09,4.291435689718448e-15,1.033305806898222e-09,0.0030866549254855,5.99704819081349e-10,273.331917553538,0.0,1.5884016422130713,2.976609187532549,0.37075898540317315,1.0,0.0,7.1751839002307044e-09,9.405554776881938e-10,3.603957940157287e-08,1.7334771979315243e-10,671.1008333333334,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26395.093333333334,3989.6583333333338,7910.212777777778,13826.296111111113,10892.945096696638,2382.9735544619552,2965.214772994684,6022.502732811665,0.0001351772418638182,2.3002435344953904e-05,3.131702826993235e-05,9.124445884196278e-05,2.1413102619743208e-05,4.4440568781846794e-06,5.9913155511409445e-06,1.3104280855412166e-05,3.7841124207475485e-13,8.218598117068042e-14,1.1552307886362282e-13,2.70038289966934e-13,3386.9394051475865,703.578635033008,956.030044835313,1946.2016055875933,4.852429658014399e-05,8.864137735047977e-06,1.2887952594412384e-05,3.3435899912440804e-05,3.2546173954539176e-09,9.768124438184688e-10,2.502310399871163e-10,4.282837264272505e-10,78.76004455109884,8.78898419376453,2021-02-01,0.0,True
902337,2021-02,0,2021-02,True,False,2021-02-01,2021-02,2021-02-01 00:00:00+00:00,29026.033333333333,19.528412292555547,45.54872103728886,5.9033788524051305,6.04570274653826,5.965337690423611,0.0,2.5578587610629283e-11,2.042759296558019e-09,6.829254976357126e-10,9.840261273314984e-09,2.202623569368336e-08,5.45461781496319e-08,6.087589452457108e-09,3.3653011683451317e-09,1.2537752130154023e-10,1.0687766429359335e-10,6.6334057069714245e-09,8.307356878429151e-10,3.202887513763497e-09,1.8369742225839832e-10,1.76492661151159e-07,6.678846301337997e-08,9.662066786608835e-10,3.129755610455537e-09,2.2811863055516154e-09,1.2535745969400015e-09,1.1581062101777374e-08,6.332570266629745e-14,2.5323646489280996e-09,0.0067489010578392,2.510788173310236e-08,291.80483316204305,0.0010166189337088313,0.0,13.625033440150418,0.01065551358388962,0.0,0.6449340737645767,2.751263381804361e-09,3.40224737456254e-08,6.775466969204085e-08,2.322551855951336e-10,483.7672222222222,0.49180691761883877,1.3530903633627852e-09,1.6732487942603897e-08,8.366502397207051e-16,0.31718303888551724,1.1664005693255343e-08,38.0,20278.344444444447,3332.677777777778,7322.135277777778,12871.410833333333,116.93234768905428,8.458470285337599,8.782565110641329,98.94502026728,4.001391620367799e-07,3.141083043235121e-08,3.268520617113091e-08,3.4016929127652325e-07,3.370349310706324e-06,2.862692369447706e-07,2.965170125459264e-07,2.633119758484079e-06,1.4072351746939902e-13,1.3369528477280287e-14,1.3898465559465884e-14,1.0472074948995221e-13,63.17089813877938,8.04671706599649,8.362447811425003,46.25976626460382,2.1895193098885876e-06,3.015590447034082e-07,3.127833143120441e-07,1.454006058336521e-06,7.383192846370368e-10,2.3959822560408943e-08,3.8744357287389913e-10,7.865706486479778e-10,40.28370504290837,27.949951785547817,2021-02-01,0.0,True
