aircraft_id,year_month,corrosion_risk
293190,2020-09,0.8928571428571429
293190,2020-10,0.8928571428571429
293190,2020-11,0.4545454545454545
293190,2020-12,0.5588235294117647
293190,2021-01,0.5588235294117647
293190,2021-02,0.5
293190,2021-03,0.5588235294117647
293190,2021-04,0.4545454545454545
293190,2021-05,0.8928571428571429
293190,2021-06,0.8928571428571429
293190,2021-07,0.8928571428571429
293190,2021-08,0.4545454545454545
293190,2021-09,0.4545454545454545
293190,2021-10,0.3709677419354839
293190,2021-11,0.4545454545454545
293190,2021-12,0.3709677419354839
293190,2022-01,0.4545454545454545
293190,2022-02,0.3709677419354839
293190,2022-03,0.4545454545454545
293190,2022-04,0.4545454545454545
293190,2022-05,0.5588235294117647
293190,2022-06,0.4545454545454545
293190,2022-07,0.4285714285714285
293190,2022-08,0.5588235294117647
293190,2022-09,0.4545454545454545
293190,2022-10,0.4545454545454545
293190,2022-11,0.4545454545454545
293190,2022-12,0.5588235294117647
293190,2023-01,0.5588235294117647
293190,2023-02,0.4545454545454545
293190,2023-03,0.5070586112074581
293190,2023-04,0.5368355981679747
293190,2023-05,0.5
293190,2023-06,0.5588235294117647
293190,2023-07,0.5588235294117647
293190,2023-08,0.8928571428571429
293190,2023-09,0.5588235294117647
293190,2023-10,0.5588235294117647
293190,2023-11,0.5588235294117647
293190,2023-12,0.5588235294117647
293190,2024-01,0.8928571428571429
293190,2024-02,0.6744186046511629
293190,2024-03,0.6744186046511629
293190,2024-04,0.8928571428571429
293190,2024-05,0.8928571428571429
293190,2024-06,0.8928571428571429
293190,2024-07,0.8928571428571429
293190,2024-08,0.9411764705882352
293190,2024-09,0.9411764705882352
293190,2024-10,0.8928571428571429
293190,2024-11,0.8928571428571429
293190,2024-12,0.8928571428571429
293190,2025-01,0.8928571428571429
293190,2025-02,0.8928571428571429
293190,2025-03,0.8928571428571429
293190,2025-04,0.8928571428571429
293190,2025-05,0.8928571428571429
293190,2025-06,0.8928571428571429
293190,2025-07,0.8928571428571429
293190,2025-08,0.8928571428571429
293190,2025-09,0.8928571428571429
293190,2025-10,0.8928571428571429
293190,2025-11,0.8928571428571429
293190,2025-12,0.8928571428571429
293190,2026-01,0.8928571428571429
293190,2026-02,0.8928571428571429
293190,2026-03,0.8928571428571429
293190,2026-04,0.8928571428571429
29849f,2014-10,0.0208333333333333
29849f,2014-11,0.0
29849f,2014-12,0.0454545454545454
29849f,2015-01,0.0208333333333333
29849f,2015-02,0.0
29849f,2015-03,0.0
29849f,2015-04,0.0208333333333333
29849f,2015-05,0.0638297872340425
29849f,2015-07,0.0674157303370786
29849f,2015-08,0.0208333333333333
29849f,2016-01,0.0674157303370786
29849f,2016-02,0.0454545454545454
29849f,2016-03,0.0
29849f,2016-04,0.0
29849f,2016-05,0.0
29849f,2016-06,0.0674157303370786
29849f,2016-07,0.0666666666666666
29849f,2016-08,0.0674157303370786
29849f,2016-09,0.0454545454545454
29849f,2016-10,0.2465753424657534
29849f,2016-11,0.3709677419354839
29849f,2016-12,0.2465753424657534
29849f,2017-01,0.2465753424657534
29849f,2017-02,0.2465753424657534
29849f,2017-03,0.3709677419354839
29849f,2017-04,0.3709677419354839
29849f,2017-05,0.2465753424657534
29849f,2017-06,0.2465753424657534
29849f,2017-07,0.4545454545454545
29849f,2017-08,0.4545454545454545
29849f,2017-09,0.4545454545454545
29849f,2017-10,0.4545454545454545
29849f,2017-11,0.4285714285714285
29849f,2017-12,0.4545454545454545
29849f,2018-01,0.4285714285714285
29849f,2018-02,0.3709677419354839
29849f,2018-03,0.3709677419354839
29849f,2018-04,0.0674157303370786
29849f,2018-05,0.0769230769230769
29849f,2018-06,0.0768291692803329
29849f,2018-07,0.3709677419354839
29849f,2018-08,0.2465753424657534
29849f,2018-09,0.2465753424657534
29849f,2018-10,0.5588235294117647
29849f,2018-11,0.4545454545454545
29849f,2018-12,0.2465753424657534
29849f,2019-01,0.2465753424657534
29849f,2019-02,0.2465753424657534
29849f,2019-03,0.1714285714285714
29849f,2019-04,0.2465753424657534
29849f,2019-05,0.1714285714285714
29849f,2019-06,0.2465753424657534
29849f,2019-07,0.2465753424657534
29849f,2019-08,0.2465753424657534
29849f,2019-09,0.2465753424657534
29849f,2019-10,0.3709677419354839
29849f,2019-11,0.3709677419354839
29849f,2019-12,0.4545454545454545
29849f,2020-01,0.5588235294117647
29849f,2020-02,0.4545454545454545
29849f,2020-03,0.8928571428571429
29849f,2020-04,0.8928571428571429
29849f,2020-05,0.8928571428571429
29849f,2020-06,0.8928571428571429
29849f,2020-07,0.6744186046511629
29849f,2020-08,0.8928571428571429
29849f,2020-09,0.8928571428571429
29849f,2020-10,0.8928571428571429
29849f,2020-11,0.8928571428571429
29849f,2020-12,0.9411764705882352
29849f,2021-01,0.9411764705882352
29849f,2021-02,0.8928571428571429
29849f,2021-03,0.8928571428571429
29849f,2021-04,0.8928571428571429
29849f,2021-05,0.8928571428571429
29849f,2021-06,0.8928571428571429
29849f,2021-07,0.8928571428571429
29849f,2021-08,0.8928571428571429
29849f,2021-09,0.8928571428571429
29849f,2021-10,0.8928571428571429
29849f,2021-11,0.8928571428571429
29849f,2021-12,0.8928571428571429
29849f,2022-01,0.8928571428571429
29849f,2022-02,0.8928571428571429
29849f,2022-03,0.8928571428571429
29849f,2022-04,0.5588235294117647
29849f,2022-05,0.8928571428571429
29849f,2022-06,0.6666666666666666
29849f,2022-07,0.6744186046511629
29849f,2022-08,0.5588235294117647
29849f,2022-09,0.4545454545454545
29849f,2022-10,0.5588235294117647
29849f,2022-11,0.4545454545454545
29849f,2022-12,0.5588235294117647
29849f,2023-01,0.4545454545454545
29849f,2023-02,0.4545454545454545
29849f,2023-03,1.0
29849f,2023-04,0.4545454545454545
29849f,2023-05,0.4545454545454545
29849f,2023-06,0.8928571428571429
29849f,2023-07,0.5
29849f,2023-08,0.9411764705882352
29849f,2023-09,0.5588235294117647
29849f,2023-10,0.8928571428571429
29849f,2023-11,0.6744186046511629
29849f,2023-12,0.5588235294117647
29849f,2024-01,0.8224014690264364
29849f,2024-02,0.8796298731605054
29849f,2024-03,0.8928571428571429
29849f,2024-04,0.6744186046511629
29849f,2024-05,0.8928571428571429
29849f,2024-06,0.9727960228829656
29849f,2024-07,0.8928571428571429
29849f,2024-08,0.8928571428571429
29849f,2024-09,0.8928571428571429
29849f,2024-10,1.0
29849f,2024-11,0.8928571428571429
29849f,2024-12,0.8928571428571429
29849f,2025-01,0.8928571428571429
29849f,2025-02,0.8928571428571429
29849f,2025-03,0.8928571428571429
29849f,2025-04,0.8928571428571429
29849f,2025-05,0.8928571428571429
29849f,2025-06,0.8928571428571429
29849f,2025-07,0.8928571428571429
29849f,2025-08,0.8928571428571429
29849f,2025-09,0.8928571428571429
2ab8ad,2014-12,0.0208333333333333
2ab8ad,2015-01,0.0638297872340425
2ab8ad,2015-02,0.0
2ab8ad,2015-03,0.0454545454545454
2ab8ad,2015-04,0.0769230769230769
2ab8ad,2015-05,0.0674157303370786
2ab8ad,2015-06,0.0454545454545454
2ab8ad,2015-07,0.0208333333333333
2ab8ad,2015-08,0.0208333333333333
2ab8ad,2015-09,0.0
2ab8ad,2015-10,0.0
2ab8ad,2015-11,0.0
2ab8ad,2015-12,0.0208333333333333
2ab8ad,2016-01,0.0
2ab8ad,2016-02,0.0
2ab8ad,2016-03,0.0
2ab8ad,2016-04,0.0
2ab8ad,2016-05,0.0
2ab8ad,2016-06,0.0
2ab8ad,2016-07,0.0
2ab8ad,2016-08,0.0
2ab8ad,2016-09,0.0
2ab8ad,2016-10,0.0208333333333333
2ab8ad,2016-12,0.1714285714285714
2ab8ad,2017-01,0.3709677419354839
2ab8ad,2017-02,0.2465753424657534
2ab8ad,2017-03,0.2465753424657534
2ab8ad,2017-04,0.2465753424657534
2ab8ad,2017-05,0.4545454545454545
2ab8ad,2017-06,0.3709677419354839
2ab8ad,2017-07,0.3846153846153846
2ab8ad,2017-08,0.3709677419354839
2ab8ad,2017-09,0.4545454545454545
2ab8ad,2017-10,0.4545454545454545
2ab8ad,2017-11,0.3846153846153846
2ab8ad,2017-12,0.4285714285714285
2ab8ad,2018-01,0.4545454545454545
2ab8ad,2018-02,0.2465753424657534
2ab8ad,2018-03,0.0674157303370786
2ab8ad,2018-04,0.2465753424657534
2ab8ad,2018-05,0.2465753424657534
2ab8ad,2018-06,0.1714285714285714
2ab8ad,2018-07,0.4545454545454545
2ab8ad,2018-08,0.4545454545454545
2ab8ad,2018-09,0.3778158639218685
2ab8ad,2018-10,0.4545454545454545
2ab8ad,2018-11,0.4545454545454545
2ab8ad,2018-12,0.1428571428571428
2ab8ad,2019-01,0.2465753424657534
2ab8ad,2019-02,0.0769230769230769
2ab8ad,2019-03,0.1428571428571428
2ab8ad,2019-04,0.0674157303370786
2ab8ad,2019-05,0.0769230769230769
2ab8ad,2019-06,0.0674157303370786
2ab8ad,2019-07,0.0674157303370786
2ab8ad,2019-08,0.0674157303370786
2ab8ad,2019-09,0.0674157303370786
2ab8ad,2019-10,0.2465753424657534
2ab8ad,2019-11,0.2465753424657534
2ab8ad,2019-12,0.2465753424657534
2ab8ad,2020-01,0.4545454545454545
2ab8ad,2020-02,0.4545454545454545
2ab8ad,2020-03,0.5
2ab8ad,2020-04,0.4545454545454545
2ab8ad,2020-05,0.4545454545454545
2ab8ad,2020-06,0.4545454545454545
2ab8ad,2020-07,0.6744186046511629
2ab8ad,2020-08,0.4545454545454545
2ab8ad,2020-09,0.5
2ab8ad,2020-10,0.5348730452032892
2ab8ad,2020-11,0.8928571428571429
2ab8ad,2020-12,0.8928571428571429
2ab8ad,2021-01,0.9411764705882352
2ab8ad,2021-02,1.0
2ab8ad,2021-03,0.8928571428571429
2ab8ad,2021-04,0.6744186046511629
2ab8ad,2021-05,1.0
2ab8ad,2021-06,0.6744186046511629
2ab8ad,2021-07,0.8928571428571429
2ab8ad,2021-08,0.9411764705882352
2ab8ad,2021-09,0.5588235294117647
2ab8ad,2021-10,0.5588235294117647
2ab8ad,2021-11,0.6744186046511629
2ab8ad,2021-12,0.9411764705882352
2ab8ad,2022-01,1.0
2ab8ad,2022-02,0.8928571428571429
2ab8ad,2022-03,0.8928571428571429
2ab8ad,2022-04,0.6744186046511629
2ab8ad,2022-05,0.5588235294117647
2ab8ad,2022-06,0.8928571428571429
2ab8ad,2022-07,0.5588235294117647
2ab8ad,2022-08,0.5588235294117647
2ab8ad,2022-09,0.5588235294117647
2ab8ad,2022-10,0.8928571428571429
2ab8ad,2022-11,0.5588235294117647
2ab8ad,2022-12,0.5588235294117647
2ab8ad,2023-01,0.6744186046511629
2ab8ad,2023-02,0.6744186046511629
2ab8ad,2023-03,0.8
2ab8ad,2023-04,0.8312751637527589
2ab8ad,2023-05,0.8928571428571429
2ab8ad,2023-06,0.5588235294117647
2ab8ad,2023-07,0.6744186046511629
2ab8ad,2023-08,0.5588235294117647
2ab8ad,2023-09,0.8928571428571429
2ab8ad,2023-10,0.4545454545454545
2ab8ad,2023-11,0.4545454545454545
2ab8ad,2023-12,0.5
2ab8ad,2024-01,0.6744186046511629
2ab8ad,2024-02,0.5588235294117647
2ab8ad,2024-03,0.6666666666666666
2ab8ad,2024-04,0.5588235294117647
2ab8ad,2024-05,0.6744186046511629
2ab8ad,2024-06,0.8928571428571429
2ab8ad,2024-07,0.8928571428571429
2ab8ad,2024-08,0.8928571428571429
2ab8ad,2024-09,0.8928571428571429
2ab8ad,2024-10,0.8928571428571429
2ab8ad,2024-11,0.6744186046511629
2ab8ad,2024-12,0.8928571428571429
2ab8ad,2025-01,0.8928571428571429
2ab8ad,2025-02,0.8928571428571429
2ab8ad,2025-03,0.9539523888201912
2ab8ad,2025-04,0.9411764705882352
2ab8ad,2025-05,0.8928571428571429
2ab8ad,2025-06,0.8928571428571429
2ab8ad,2025-07,0.4545454545454545
2ab8ad,2025-08,0.4545454545454545
2ed4f9,2025-03,0.0769230769230769
2ed4f9,2025-04,0.0454545454545454
2ed4f9,2025-05,0.0454545454545454
2ed4f9,2025-06,0.0208333333333333
2ed4f9,2025-07,0.0674157303370786
2ed4f9,2025-08,0.0674157303370786
302d40,2022-03,0.0454545454545454
302d40,2022-04,0.0454545454545454
302d40,2022-05,0.0267333974971867
302d40,2022-06,0.0638297872340425
302d40,2022-07,0.0208333333333333
302d40,2022-08,0.0208333333333333
302d40,2022-09,0.0
302d40,2022-10,0.0208333333333333
302d40,2022-11,0.0208333333333333
302d40,2022-12,0.0
302d40,2023-01,0.0
302d40,2023-02,0.0
302d40,2023-03,0.0
302d40,2023-04,0.0
302d40,2023-05,0.0
302d40,2023-06,0.0
302d40,2023-07,0.0208333333333333
302d40,2023-08,0.0
302d40,2023-09,0.0
302d40,2023-10,0.0208333333333333
302d40,2023-11,0.0
302d40,2023-12,0.0208333333333333
302d40,2024-01,0.0
302d40,2024-02,0.0208333333333333
302d40,2024-03,0.0769230769230769
302d40,2024-04,0.1428571428571428
302d40,2024-05,0.4545454545454545
302d40,2024-06,0.2465753424657534
302d40,2024-07,0.3709677419354839
302d40,2024-08,0.2465753424657534
302d40,2024-09,0.2465753424657534
302d40,2024-10,0.4545454545454545
302d40,2024-11,0.4545454545454545
302d40,2024-12,0.4545454545454545
302d40,2025-01,0.3709677419354839
302d40,2025-02,0.3709677419354839
302d40,2025-03,0.4545454545454545
302d40,2025-04,0.2465753424657534
302d40,2025-05,0.4545454545454545
302d40,2025-06,0.4545454545454545
302d40,2025-07,0.5588235294117647
302d40,2025-08,0.2465753424657534
34889b,2014-03,0.0
34889b,2014-04,0.0
34889b,2014-05,0.0
34889b,2014-06,0.0
34889b,2014-07,0.0454545454545454
34889b,2014-08,0.0208333333333333
34889b,2014-09,0.0208333333333333
34889b,2014-10,0.0
34889b,2014-11,0.0208333333333333
34889b,2014-12,0.0093502739847591
34889b,2015-01,0.0208333333333333
34889b,2015-02,0.0
34889b,2015-03,0.0
34889b,2015-04,0.0674157303370786
34889b,2015-05,0.0674157303370786
34889b,2015-06,0.0668660779277267
34889b,2015-07,0.0454545454545454
34889b,2015-08,0.0208333333333333
34889b,2015-09,0.0208333333333333
34889b,2015-10,0.0454545454545454
34889b,2015-11,0.0208333333333333
34889b,2015-12,0.0208333333333333
34889b,2016-01,0.0208333333333333
34889b,2016-02,0.0454545454545454
34889b,2016-03,0.2465753424657534
34889b,2016-04,0.3709677419354839
34889b,2016-05,0.3709677419354839
34889b,2016-06,0.4545454545454545
34889b,2016-07,0.4545454545454545
34889b,2016-08,0.4545454545454545
34889b,2016-09,0.5
34889b,2016-10,0.4545454545454545
34889b,2016-11,0.4545454545454545
34889b,2016-12,0.4545454545454545
34889b,2017-01,0.4545454545454545
34889b,2017-02,0.3709677419354839
34889b,2017-03,0.4545454545454545
34889b,2017-04,0.4545454545454545
34889b,2017-05,0.4545454545454545
34889b,2017-06,0.4545454545454545
34889b,2017-07,0.4545454545454545
34889b,2017-08,0.4545454545454545
34889b,2017-09,0.4285714285714285
34889b,2017-10,0.3709677419354839
34889b,2017-11,0.3709677419354839
34889b,2017-12,0.4545454545454545
34889b,2018-01,0.2465753424657534
34889b,2018-02,0.0674157303370786
34889b,2018-03,0.0638297872340425
34889b,2018-04,0.0454545454545454
34889b,2018-05,0.0769230769230769
34889b,2018-06,0.2465753424657534
34889b,2018-07,0.6666666666666666
34889b,2018-08,0.6744186046511629
34889b,2018-09,0.5588235294117647
34889b,2018-10,0.5588235294117647
34889b,2018-11,0.5588235294117647
34889b,2018-12,0.2465753424657534
34889b,2019-01,0.5588235294117647
34889b,2019-02,0.2465753424657534
34889b,2019-03,0.4545454545454545
34889b,2019-04,0.4285714285714285
34889b,2019-05,0.3846153846153846
34889b,2019-06,0.4545454545454545
34889b,2019-07,0.9411764705882352
34889b,2019-08,0.5
34889b,2019-09,0.5588235294117647
34889b,2019-10,0.4545454545454545
34889b,2019-11,0.5588235294117647
34889b,2019-12,0.5588235294117647
34889b,2020-01,0.5588235294117647
34889b,2020-02,0.5
34889b,2020-03,0.8928571428571429
34889b,2020-04,0.9411764705882352
34889b,2020-05,0.8928571428571429
34889b,2020-06,0.8928571428571429
34889b,2020-07,0.8928571428571429
34889b,2020-08,0.8928571428571429
34889b,2020-09,0.8928571428571429
34889b,2020-10,0.8928571428571429
34889b,2020-11,0.8928571428571429
34889b,2020-12,0.8928571428571429
34889b,2021-01,0.8928571428571429
34889b,2021-02,0.8928571428571429
34889b,2021-03,0.8928571428571429
34889b,2021-04,0.8928571428571429
34889b,2021-05,0.8928571428571429
34889b,2021-06,0.8928571428571429
34889b,2021-07,0.9411764705882352
34889b,2021-08,0.9411764705882352
34889b,2021-09,0.9411764705882352
34889b,2021-10,0.8654171514679121
34889b,2021-11,0.6744186046511629
34889b,2021-12,0.4545454545454545
34889b,2022-01,0.5353693130936247
34889b,2022-02,0.4545454545454545
34889b,2022-03,0.4545454545454545
34889b,2022-04,0.5588235294117647
34889b,2022-05,0.5
34889b,2022-06,0.4545454545454545
34889b,2022-07,0.4545454545454545
34889b,2022-08,0.4545454545454545
34889b,2022-09,0.4545454545454545
34889b,2022-10,0.4545454545454545
34889b,2022-11,0.4545454545454545
34889b,2022-12,0.6744186046511629
34889b,2023-01,0.8928571428571429
34889b,2023-02,0.3709677419354839
34889b,2023-03,0.4545454545454545
34889b,2023-04,0.5
34889b,2023-05,0.5588235294117647
34889b,2023-06,1.0
34889b,2023-07,0.8190870158708352
34889b,2023-08,0.8928571428571429
34889b,2023-09,0.8928571428571429
34889b,2023-10,0.8928571428571429
34889b,2023-11,0.8928571428571429
34889b,2023-12,0.8928571428571429
34889b,2024-01,0.8928571428571429
34889b,2024-02,0.8928571428571429
34889b,2024-03,0.8928571428571429
34889b,2024-04,1.0
34889b,2024-05,0.8928571428571429
34889b,2024-06,0.8928571428571429
34889b,2024-07,0.8928571428571429
34889b,2024-08,0.8928571428571429
34889b,2024-09,0.8928571428571429
34889b,2024-10,0.8928571428571429
34889b,2024-11,0.8928571428571429
34889b,2024-12,0.8928571428571429
34889b,2025-01,0.9411764705882352
34889b,2025-02,0.8928571428571429
34889b,2025-03,1.0
34889b,2025-04,1.0
34889b,2025-05,0.6744186046511629
34889b,2025-06,0.6744186046511629
34889b,2025-07,0.6666666666666666
34889b,2025-08,0.6744186046511629
34889b,2025-09,0.8928571428571429
375f2e,2015-01,0.0
375f2e,2015-02,0.0
375f2e,2015-03,0.0
375f2e,2015-04,0.0674157303370786
375f2e,2015-05,0.0
375f2e,2015-06,0.0
375f2e,2015-07,0.0
375f2e,2015-08,0.0
375f2e,2015-09,0.0
375f2e,2015-10,0.0208333333333333
375f2e,2015-11,0.0
375f2e,2015-12,0.0208333333333333
375f2e,2016-01,0.0208333333333333
375f2e,2016-02,0.0208333333333333
375f2e,2016-03,0.0208333333333333
375f2e,2016-04,0.0208333333333333
375f2e,2016-05,0.0
375f2e,2016-06,0.0208333333333333
375f2e,2016-07,0.0
375f2e,2016-08,0.0
375f2e,2016-09,0.0
375f2e,2016-10,0.0
375f2e,2016-11,0.0
375f2e,2016-12,0.0
375f2e,2017-01,0.2465753424657534
375f2e,2017-02,0.2465753424657534
375f2e,2017-03,0.1714285714285714
375f2e,2017-04,0.0674157303370786
375f2e,2017-05,0.3721749855330519
375f2e,2017-06,0.4545454545454545
375f2e,2017-07,0.3709677419354839
375f2e,2017-08,0.1714285714285714
375f2e,2017-09,0.0769230769230769
375f2e,2017-10,0.2465753424657534
375f2e,2017-11,0.1714285714285714
375f2e,2017-12,0.0769230769230769
375f2e,2018-01,0.1714285714285714
375f2e,2018-02,0.0454545454545454
375f2e,2018-03,0.2465753424657534
375f2e,2018-04,0.0674157303370786
375f2e,2018-05,0.0638297872340425
375f2e,2018-06,0.0638297872340425
375f2e,2018-07,0.2465753424657534
375f2e,2018-08,0.2465753424657534
375f2e,2018-09,0.2465753424657534
375f2e,2018-10,0.2465753424657534
375f2e,2018-11,0.3709677419354839
375f2e,2018-12,0.2465753424657534
375f2e,2019-01,0.0674157303370786
375f2e,2019-02,0.0208333333333333
375f2e,2019-03,0.2465753424657534
375f2e,2019-04,0.0769230769230769
375f2e,2019-05,0.2465753424657534
375f2e,2019-06,0.2828488842941014
375f2e,2019-07,0.2465753424657534
375f2e,2019-08,0.5588235294117647
375f2e,2019-09,0.4545454545454545
375f2e,2019-10,0.4545454545454545
375f2e,2019-11,0.5588235294117647
375f2e,2019-12,0.6744186046511629
375f2e,2020-01,0.8928571428571429
375f2e,2020-02,0.9411764705882352
375f2e,2020-03,1.0
375f2e,2020-04,1.0
375f2e,2020-05,0.8928571428571429
375f2e,2020-06,0.8928571428571429
375f2e,2020-07,1.0
375f2e,2020-08,1.0
375f2e,2020-09,0.8928571428571429
375f2e,2020-10,1.0
375f2e,2020-11,0.9411764705882352
375f2e,2020-12,0.9411764705882352
375f2e,2021-01,1.0
375f2e,2021-02,1.0
375f2e,2021-03,1.0
375f2e,2021-04,1.0
375f2e,2021-05,1.0
375f2e,2021-06,1.0
375f2e,2021-07,0.8928571428571429
375f2e,2021-08,0.8928571428571429
375f2e,2021-09,0.6744186046511629
375f2e,2021-10,1.0
375f2e,2021-11,1.0
375f2e,2021-12,1.0
375f2e,2022-01,0.8928571428571429
375f2e,2022-02,1.0
375f2e,2022-03,1.0
375f2e,2022-04,0.6744186046511629
375f2e,2022-05,0.8928571428571429
375f2e,2022-06,0.5588235294117647
375f2e,2022-07,0.5588235294117647
375f2e,2022-08,0.5588235294117647
375f2e,2022-09,0.5588235294117647
375f2e,2022-10,0.4545454545454545
375f2e,2022-11,0.8928571428571429
375f2e,2022-12,1.0
375f2e,2023-01,1.0
375f2e,2023-02,0.8928571428571429
375f2e,2023-03,1.0
375f2e,2023-04,0.5588235294117647
375f2e,2023-05,0.6744186046511629
375f2e,2023-06,0.5588235294117647
375f2e,2023-07,0.8928571428571429
375f2e,2023-08,0.8928571428571429
375f2e,2023-09,0.6744186046511629
375f2e,2023-10,1.0
375f2e,2023-11,1.0
375f2e,2023-12,0.9411764705882352
375f2e,2024-01,1.0
375f2e,2024-02,0.8928571428571429
375f2e,2024-03,1.0
375f2e,2024-04,0.6744186046511629
375f2e,2024-05,1.0
375f2e,2024-06,0.8928571428571429
375f2e,2024-07,1.0
375f2e,2024-08,0.8928571428571429
375f2e,2024-09,0.8928571428571429
375f2e,2024-10,1.0
375f2e,2024-11,0.8928571428571429
375f2e,2024-12,0.8928571428571429
375f2e,2025-01,1.0
375f2e,2025-02,0.8928571428571429
375f2e,2025-03,0.9411764705882352
375f2e,2025-04,0.9411764705882352
375f2e,2025-05,0.8928571428571429
375f2e,2025-06,0.8928571428571429
375f2e,2025-07,0.8928571428571429
375f2e,2025-08,0.8928571428571429
3a13b3,2014-07,0.0638297872340425
3a13b3,2014-08,0.0674157303370786
3a13b3,2014-09,0.0674157303370786
3a13b3,2014-10,0.0674157303370786
3a13b3,2014-11,0.0769230769230769
3a13b3,2014-12,0.0674157303370786
3a13b3,2015-01,0.0674157303370786
3a13b3,2015-02,0.0674157303370786
3a13b3,2015-03,0.0674157303370786
3a13b3,2015-04,0.0674157303370786
3a13b3,2015-05,0.0
3a13b3,2015-06,0.0
3a13b3,2015-07,0.0
3a13b3,2015-08,0.0
3a13b3,2015-09,0.0208333333333333
3a13b3,2015-10,0.0
3a13b3,2015-11,0.0208333333333333
3a13b3,2015-12,0.0454545454545454
3a13b3,2016-01,0.0674157303370786
3a13b3,2016-02,0.0670385713335151
3a13b3,2016-03,0.0638297872340425
3a13b3,2016-04,0.0638297872340425
3a13b3,2016-05,0.0666666666666666
3a13b3,2016-06,0.0666666666666666
3a13b3,2016-07,0.2465753424657534
3a13b3,2016-08,0.1714285714285714
3a13b3,2016-09,0.1428571428571428
3a13b3,2016-10,0.1714285714285714
3a13b3,2016-11,0.0674157303370786
3a13b3,2016-12,0.0769230769230769
3a13b3,2017-01,0.081823478503433
3a13b3,2017-02,0.3709677419354839
3a13b3,2017-03,0.3846153846153846
3a13b3,2017-04,0.1714285714285714
3a13b3,2017-05,0.2465753424657534
3a13b3,2017-06,0.1428571428571428
3a13b3,2017-07,0.1428571428571428
3a13b3,2017-08,0.1714285714285714
3a13b3,2017-09,0.0666993386698617
3a13b3,2017-10,0.0674157303370786
3a13b3,2017-11,0.2465753424657534
3a13b3,2017-12,0.4545454545454545
3a13b3,2018-01,0.5588235294117647
3a13b3,2018-02,0.2465753424657534
3a13b3,2018-03,0.384404780365061
3a13b3,2018-04,0.5
3a13b3,2018-05,0.2465753424657534
3a13b3,2018-06,0.3722876939386129
3a13b3,2018-07,0.6744186046511629
3a13b3,2018-08,0.6666666666666666
3a13b3,2018-09,0.6744186046511629
3a13b3,2018-10,0.8928571428571429
3a13b3,2018-11,0.8928571428571429
3a13b3,2018-12,0.5588235294117647
3a13b3,2019-01,0.8928571428571429
3a13b3,2019-02,0.6744186046511629
3a13b3,2019-03,0.8928571428571429
3a13b3,2019-04,0.8928571428571429
3a13b3,2019-05,0.8928571428571429
3a13b3,2019-06,0.8928571428571429
3a13b3,2019-07,1.0
3a13b3,2019-08,1.0
3a13b3,2019-09,1.0
3a13b3,2019-10,1.0
3a13b3,2019-11,1.0
3a13b3,2019-12,1.0
3a13b3,2020-01,0.8928571428571429
3a13b3,2020-02,1.0
3a13b3,2020-03,1.0
3a13b3,2020-04,1.0
3a13b3,2020-05,0.9411764705882352
3a13b3,2020-06,1.0
3a13b3,2020-07,0.9411764705882352
3a13b3,2020-08,0.9411764705882352
3a13b3,2020-09,1.0
3a13b3,2020-10,1.0
3a13b3,2020-11,1.0
3a13b3,2020-12,1.0
3a13b3,2021-01,0.9411764705882352
3a13b3,2021-02,1.0
3a13b3,2021-03,0.9411764705882352
3a13b3,2021-04,0.9411764705882352
3a13b3,2021-05,0.8928571428571429
3a13b3,2021-06,0.9411764705882352
3a13b3,2021-07,0.9411764705882352
3a13b3,2021-08,0.9411764705882352
3a13b3,2021-09,0.9411764705882352
3a13b3,2021-10,0.9411764705882352
3a13b3,2021-11,0.9411764705882352
3a13b3,2021-12,0.9411764705882352
3a13b3,2022-01,0.8928571428571429
3a13b3,2022-02,0.9411764705882352
3a13b3,2022-03,1.0
3a13b3,2022-04,1.0
3a13b3,2022-05,1.0
3a13b3,2022-06,0.8928571428571429
3a13b3,2022-07,0.9579902550047776
3a13b3,2022-08,1.0
3a13b3,2022-09,1.0
3a13b3,2022-10,1.0
3a13b3,2022-11,1.0
3a13b3,2022-12,1.0
3a13b3,2023-01,1.0
3a13b3,2023-02,0.9411764705882352
3a13b3,2023-03,1.0
3a13b3,2023-04,1.0
3a13b3,2023-05,1.0
3a13b3,2023-06,1.0
3a13b3,2023-07,1.0
3a13b3,2023-08,1.0
3a13b3,2023-09,1.0
3a13b3,2023-10,1.0
3a13b3,2023-11,0.8928571428571429
3a13b3,2023-12,1.0
3a13b3,2024-01,0.6744186046511629
3a13b3,2024-02,0.6295069411640496
3a13b3,2024-03,0.5588235294117647
3a13b3,2024-04,0.8928571428571429
3a13b3,2024-05,1.0
3a13b3,2024-06,1.0
3a13b3,2024-07,0.9411764705882352
3a13b3,2024-08,1.0
3a13b3,2024-09,1.0
3a13b3,2024-10,1.0
3a13b3,2024-11,1.0
3a13b3,2024-12,1.0
3a13b3,2025-01,1.0
3a13b3,2025-02,0.8928571428571429
3a13b3,2025-03,1.0
3a13b3,2025-04,1.0
3a13b3,2025-05,1.0
3a13b3,2025-06,0.9411764705882352
3a13b3,2025-07,1.0
3a13b3,2025-08,0.8928571428571429
3db670,2014-10,0.0638297872340425
3db670,2014-11,0.0208333333333333
3db670,2014-12,0.0208333333333333
3db670,2015-01,0.0208333333333333
3db670,2015-02,0.0208333333333333
3db670,2015-03,0.0208333333333333
